1, Bachelors, Never-married, Not-in-family
15305, 9th, Never-married, Unmarried
15306, HS-grad, Divorced, Unmarried
15307, Masters, Never-married, Not-in-family
15308, HS-grad, Divorced, Unmarried
15309, Some-college, Never-married, Not-in-family
15310, HS-grad, Widowed, Other-relative
15311, 11th, Married-civ-spouse, Wife
15312, Some-college, Married-civ-spouse, Husband
15313, 11th, Never-married, Not-in-family
15314, HS-grad, Married-civ-spouse, Husband
15315, HS-grad, Never-married, Other-relative
15316, Doctorate, Married-civ-spouse, Husband
15317, Some-college, Never-married, Own-child
15318, Some-college, Widowed, Other-relative
15319, Bachelors, Married-civ-spouse, Husband
15320, Some-college, Never-married, Not-in-family
15321, Doctorate, Divorced, Not-in-family
15322, HS-grad, Never-married, Not-in-family
15323, Assoc-acdm, Married-civ-spouse, Husband
15324, Masters, Never-married, Not-in-family
15325, Some-college, Never-married, Not-in-family
15326, Some-college, Married-civ-spouse, Husband
15327, Masters, Married-civ-spouse, Husband
15328, Bachelors, Never-married, Not-in-family
15329, HS-grad, Divorced, Unmarried
15330, HS-grad, Never-married, Own-child
15331, Some-college, Married-civ-spouse, Husband
15332, Bachelors, Widowed, Not-in-family
15333, Bachelors, Never-married, Own-child
15334, HS-grad, Never-married, Own-child
15335, Prof-school, Married-civ-spouse, Husband
15336, Bachelors, Married-civ-spouse, Husband
15337, 10th, Never-married, Unmarried
15338, HS-grad, Never-married, Own-child
15339, Some-college, Widowed, Unmarried
15340, Bachelors, Never-married, Not-in-family
15341, Bachelors, Never-married, Not-in-family
15342, Masters, Married-civ-spouse, Husband
15343, 5th-6th, Never-married, Not-in-family
15344, Masters, Married-civ-spouse, Husband
15345, 11th, Never-married, Own-child
15346, Masters, Married-civ-spouse, Husband
15347, Assoc-voc, Never-married, Not-in-family
15348, Masters, Married-civ-spouse, Husband
15349, 9th, Never-married, Own-child
15350, Bachelors, Married-civ-spouse, Husband
15351, 10th, Never-married, Own-child
15352, HS-grad, Never-married, Unmarried
15353, Bachelors, Married-spouse-absent, Not-in-family
15354, HS-grad, Married-civ-spouse, Wife
15355, HS-grad, Never-married, Own-child
15356, Some-college, Never-married, Not-in-family
15357, HS-grad, Widowed, Unmarried
15358, 11th, Separated, Not-in-family
15359, HS-grad, Never-married, Not-in-family
15360, HS-grad, Married-civ-spouse, Husband
15361, Some-college, Never-married, Not-in-family
15362, HS-grad, Married-civ-spouse, Husband
15363, Bachelors, Widowed, Unmarried
15364, 5th-6th, Married-civ-spouse, Other-relative
15365, Assoc-voc, Married-civ-spouse, Husband
15366, Bachelors, Married-AF-spouse, Wife
15367, HS-grad, Married-civ-spouse, Husband
15368, Some-college, Never-married, Not-in-family
15369, Prof-school, Never-married, Not-in-family
15370, HS-grad, Married-civ-spouse, Husband
15371, HS-grad, Married-civ-spouse, Husband
15372, HS-grad, Married-civ-spouse, Husband
15373, Some-college, Married-civ-spouse, Husband
15374, 11th, Never-married, Own-child
15375, Some-college, Never-married, Own-child
15376, HS-grad, Married-civ-spouse, Husband
15377, HS-grad, Divorced, Not-in-family
15378, HS-grad, Married-civ-spouse, Husband
15379, Some-college, Widowed, Not-in-family
15380, HS-grad, Never-married, Unmarried
15381, 9th, Married-civ-spouse, Husband
15382, HS-grad, Married-civ-spouse, Husband
15383, Masters, Married-civ-spouse, Husband
15384, Bachelors, Widowed, Own-child
15385, HS-grad, Married-civ-spouse, Husband
15386, HS-grad, Married-civ-spouse, Husband
15387, Some-college, Divorced, Unmarried
15388, Masters, Married-civ-spouse, Husband
15389, Bachelors, Never-married, Not-in-family
15390, HS-grad, Married-civ-spouse, Husband
15391, Some-college, Married-civ-spouse, Husband
15392, HS-grad, Never-married, Not-in-family
15393, Masters, Widowed, Unmarried
15394, HS-grad, Never-married, Own-child
15395, Bachelors, Married-civ-spouse, Husband
15396, HS-grad, Married-civ-spouse, Husband
15397, 11th, Divorced, Own-child
15398, Assoc-voc, Married-civ-spouse, Husband
15399, Some-college, Never-married, Own-child
15400, Some-college, Never-married, Not-in-family
15401, Some-college, Divorced, Unmarried
15402, HS-grad, Divorced, Unmarried
15403, HS-grad, Separated, Unmarried
15404, Some-college, Never-married, Unmarried
15405, HS-grad, Divorced, Not-in-family
15406, HS-grad, Married-civ-spouse, Husband
15407, HS-grad, Never-married, Not-in-family
15408, Assoc-voc, Divorced, Unmarried
15409, Masters, Married-civ-spouse, Husband
15410, Assoc-voc, Married-civ-spouse, Husband
15411, Some-college, Married-civ-spouse, Husband
15412, Assoc-acdm, Married-civ-spouse, Husband
15413, Assoc-voc, Never-married, Not-in-family
15414, HS-grad, Never-married, Not-in-family
15415, HS-grad, Never-married, Own-child
15416, Bachelors, Married-civ-spouse, Husband
15417, HS-grad, Never-married, Not-in-family
15418, Assoc-acdm, Divorced, Unmarried
15419, Bachelors, Married-civ-spouse, Husband
15420, Bachelors, Never-married, Unmarried
15421, Some-college, Married-civ-spouse, Husband
15422, Assoc-voc, Married-civ-spouse, Husband
15423, HS-grad, Separated, Not-in-family
15424, 10th, Never-married, Own-child
15425, 9th, Separated, Not-in-family
15426, Bachelors, Married-civ-spouse, Husband
15427, Masters, Never-married, Not-in-family
15428, Some-college, Never-married, Not-in-family
15429, HS-grad, Never-married, Own-child
15430, HS-grad, Married-civ-spouse, Wife
15431, Some-college, Never-married, Not-in-family
15432, Some-college, Married-civ-spouse, Husband
15433, Some-college, Married-civ-spouse, Husband
15434, Bachelors, Divorced, Unmarried
15435, Assoc-acdm, Divorced, Unmarried
15436, Bachelors, Married-civ-spouse, Husband
15437, Doctorate, Married-civ-spouse, Husband
15438, HS-grad, Married-civ-spouse, Husband
15439, HS-grad, Never-married, Other-relative
15440, Assoc-voc, Divorced, Not-in-family
15441, 10th, Divorced, Not-in-family
15442, Bachelors, Divorced, Not-in-family
15443, HS-grad, Divorced, Not-in-family
15444, HS-grad, Married-civ-spouse, Husband
15445, HS-grad, Married-civ-spouse, Own-child
15446, Bachelors, Never-married, Own-child
15447, Assoc-voc, Divorced, Not-in-family
15448, HS-grad, Married-civ-spouse, Husband
15449, Prof-school, Married-civ-spouse, Husband
15450, HS-grad, Never-married, Own-child
15451, Bachelors, Married-civ-spouse, Wife
15452, HS-grad, Never-married, Not-in-family
15453, HS-grad, Divorced, Not-in-family
15454, HS-grad, Married-civ-spouse, Wife
15455, Some-college, Never-married, Not-in-family
15456, HS-grad, Married-civ-spouse, Husband
15457, Some-college, Never-married, Own-child
15458, HS-grad, Never-married, Own-child
15459, 9th, Divorced, Not-in-family
15460, Some-college, Never-married, Not-in-family
15461, Bachelors, Married-civ-spouse, Husband
15462, Bachelors, Widowed, Not-in-family
15463, Assoc-acdm, Married-civ-spouse, Husband
15464, HS-grad, Never-married, Unmarried
15465, 11th, Separated, Unmarried
15466, Some-college, Divorced, Not-in-family
15467, Some-college, Married-civ-spouse, Husband
15468, Bachelors, Never-married, Not-in-family
15469, 12th, Married-spouse-absent, Not-in-family
15470, HS-grad, Married-civ-spouse, Husband
15471, Assoc-voc, Married-civ-spouse, Wife
15472, 10th, Divorced, Not-in-family
15473, HS-grad, Widowed, Other-relative
15474, 11th, Never-married, Own-child
15475, HS-grad, Never-married, Own-child
15476, HS-grad, Married-civ-spouse, Husband
15477, HS-grad, Never-married, Own-child
15478, Some-college, Married-civ-spouse, Husband
15479, Bachelors, Married-civ-spouse, Wife
15480, 9th, Never-married, Unmarried
15481, HS-grad, Never-married, Not-in-family
15482, Some-college, Married-civ-spouse, Wife
15483, HS-grad, Divorced, Not-in-family
15484, HS-grad, Divorced, Unmarried
15485, HS-grad, Married-civ-spouse, Husband
15486, Prof-school, Married-civ-spouse, Husband
15487, HS-grad, Never-married, Unmarried
15488, Bachelors, Married-civ-spouse, Husband
15489, Some-college, Married-civ-spouse, Husband
15490, Bachelors, Married-civ-spouse, Husband
15491, HS-grad, Divorced, Not-in-family
15492, HS-grad, Never-married, Not-in-family
15493, HS-grad, Married-civ-spouse, Husband
15494, HS-grad, Married-civ-spouse, Husband
15495, Prof-school, Married-civ-spouse, Husband
15496, Bachelors, Married-civ-spouse, Husband
15497, HS-grad, Widowed, Not-in-family
15498, Doctorate, Married-civ-spouse, Husband
15499, 7th-8th, Never-married, Unmarried
15500, Assoc-acdm, Never-married, Own-child
15501, HS-grad, Never-married, Not-in-family
15502, 10th, Never-married, Unmarried
15503, Some-college, Never-married, Own-child
15504, HS-grad, Married-civ-spouse, Wife
15505, Bachelors, Never-married, Own-child
15506, HS-grad, Married-civ-spouse, Husband
15507, Some-college, Divorced, Unmarried
15508, HS-grad, Married-civ-spouse, Husband
15509, Bachelors, Never-married, Not-in-family
15510, HS-grad, Married-civ-spouse, Husband
15511, Some-college, Never-married, Not-in-family
15512, Some-college, Never-married, Not-in-family
15513, Some-college, Never-married, Own-child
15514, HS-grad, Married-civ-spouse, Husband
15515, Some-college, Married-civ-spouse, Husband
15516, Bachelors, Married-civ-spouse, Husband
15517, Some-college, Divorced, Unmarried
15518, Bachelors, Married-civ-spouse, Husband
15519, 11th, Married-civ-spouse, Husband
15520, Some-college, Never-married, Not-in-family
15521, HS-grad, Never-married, Own-child
15522, Bachelors, Married-civ-spouse, Husband
15523, HS-grad, Never-married, Own-child
15524, HS-grad, Married-civ-spouse, Wife
15525, Some-college, Divorced, Unmarried
15526, Bachelors, Never-married, Not-in-family
15527, HS-grad, Married-civ-spouse, Husband
15528, 11th, Never-married, Own-child
15529, Some-college, Married-civ-spouse, Wife
15530, HS-grad, Married-civ-spouse, Husband
15531, Bachelors, Never-married, Not-in-family
15532, Some-college, Never-married, Own-child
15533, HS-grad, Married-civ-spouse, Husband
15534, HS-grad, Never-married, Own-child
15535, HS-grad, Divorced, Unmarried
15536, Some-college, Married-civ-spouse, Husband
15537, Some-college, Never-married, Not-in-family
15538, Some-college, Never-married, Not-in-family
15539, HS-grad, Married-civ-spouse, Wife
15540, HS-grad, Separated, Unmarried
15541, 10th, Never-married, Not-in-family
15542, Some-college, Divorced, Not-in-family
15543, 10th, Never-married, Own-child
15544, Bachelors, Married-civ-spouse, Husband
15545, Some-college, Never-married, Own-child
15546, HS-grad, Widowed, Not-in-family
15547, Masters, Married-civ-spouse, Husband
15548, 5th-6th, Never-married, Unmarried
15549, 12th, Married-spouse-absent, Not-in-family
15550, HS-grad, Married-civ-spouse, Husband
15551, Bachelors, Married-civ-spouse, Husband
15552, Masters, Married-civ-spouse, Husband
15553, Bachelors, Married-civ-spouse, Wife
15554, Prof-school, Married-civ-spouse, Husband
15555, Some-college, Never-married, Own-child
15556, HS-grad, Married-civ-spouse, Husband
15557, Masters, Married-civ-spouse, Husband
15558, 9th, Married-civ-spouse, Wife
15559, Bachelors, Married-civ-spouse, Husband
15560, 5th-6th, Married-civ-spouse, Husband
15561, HS-grad, Married-civ-spouse, Husband
15562, Bachelors, Married-civ-spouse, Husband
15563, Bachelors, Never-married, Not-in-family
15564, Bachelors, Never-married, Own-child
15565, Some-college, Never-married, Not-in-family
15566, HS-grad, Married-civ-spouse, Husband
15567, Some-college, Married-civ-spouse, Husband
15568, 11th, Widowed, Unmarried
15569, HS-grad, Married-civ-spouse, Husband
15570, HS-grad, Married-spouse-absent, Own-child
15571, HS-grad, Separated, Unmarried
15572, Some-college, Married-civ-spouse, Husband
15573, HS-grad, Divorced, Not-in-family
15574, 7th-8th, Married-civ-spouse, Husband
15575, 1st-4th, Married-civ-spouse, Husband
15576, Some-college, Married-civ-spouse, Husband
15577, Prof-school, Married-civ-spouse, Husband
15578, Bachelors, Married-civ-spouse, Wife
15579, 11th, Married-civ-spouse, Husband
15580, Bachelors, Married-civ-spouse, Husband
15581, 11th, Married-civ-spouse, Husband
15582, Bachelors, Married-civ-spouse, Wife
15583, Some-college, Never-married, Not-in-family
15584, Assoc-acdm, Separated, Unmarried
15585, Assoc-voc, Divorced, Not-in-family
15586, Some-college, Divorced, Unmarried
15587, Assoc-acdm, Married-civ-spouse, Wife
15588, HS-grad, Never-married, Unmarried
15589, HS-grad, Divorced, Not-in-family
15590, Masters, Never-married, Not-in-family
15591, Bachelors, Married-civ-spouse, Husband
15592, Masters, Married-civ-spouse, Wife
15593, Some-college, Married-civ-spouse, Husband
15594, 9th, Married-spouse-absent, Unmarried
15595, Masters, Never-married, Unmarried
15596, Masters, Married-civ-spouse, Husband
15597, HS-grad, Married-civ-spouse, Husband
15598, Assoc-acdm, Divorced, Not-in-family
15599, HS-grad, Married-civ-spouse, Husband
15600, HS-grad, Divorced, Unmarried
15601, Bachelors, Divorced, Not-in-family
15602, Assoc-acdm, Married-civ-spouse, Husband
15603, Bachelors, Never-married, Not-in-family
15604, Bachelors, Divorced, Own-child
15605, Bachelors, Married-civ-spouse, Husband
15606, 10th, Separated, Not-in-family
15607, HS-grad, Married-civ-spouse, Husband
15608, HS-grad, Never-married, Unmarried
15609, Bachelors, Never-married, Own-child
15610, HS-grad, Married-civ-spouse, Husband
15611, Assoc-acdm, Divorced, Unmarried
15612, HS-grad, Never-married, Not-in-family
15613, Some-college, Married-civ-spouse, Husband
15614, Assoc-voc, Never-married, Own-child
15615, Some-college, Never-married, Own-child
15616, Bachelors, Never-married, Not-in-family
15617, HS-grad, Married-civ-spouse, Wife
15618, Some-college, Divorced, Unmarried
15619, Prof-school, Married-civ-spouse, Husband
15620, Bachelors, Married-civ-spouse, Husband
15621, Some-college, Married-civ-spouse, Husband
15622, HS-grad, Married-civ-spouse, Husband
15623, HS-grad, Married-civ-spouse, Husband
15624, Some-college, Divorced, Not-in-family
15625, Bachelors, Divorced, Unmarried
15626, HS-grad, Married-civ-spouse, Husband
15627, Prof-school, Never-married, Not-in-family
15628, Bachelors, Married-civ-spouse, Husband
15629, 10th, Never-married, Not-in-family
15630, Bachelors, Married-civ-spouse, Husband
15631, Bachelors, Married-civ-spouse, Husband
15632, HS-grad, Married-civ-spouse, Husband
15633, Assoc-voc, Married-civ-spouse, Husband
15634, Masters, Married-civ-spouse, Husband
15635, Some-college, Married-civ-spouse, Husband
15636, HS-grad, Widowed, Not-in-family
15637, Some-college, Married-civ-spouse, Husband
15638, Some-college, Married-civ-spouse, Husband
15639, Prof-school, Divorced, Not-in-family
15640, Some-college, Never-married, Own-child
15641, HS-grad, Married-civ-spouse, Husband
15642, Prof-school, Married-civ-spouse, Husband
15643, HS-grad, Married-civ-spouse, Husband
15644, Some-college, Widowed, Unmarried
15645, Masters, Married-civ-spouse, Husband
15646, Some-college, Divorced, Own-child
15647, HS-grad, Never-married, Not-in-family
15648, Assoc-voc, Divorced, Unmarried
15649, Some-college, Married-civ-spouse, Husband
15650, Assoc-voc, Separated, Not-in-family
15651, Some-college, Divorced, Not-in-family
15652, Bachelors, Married-civ-spouse, Husband
15653, HS-grad, Married-civ-spouse, Husband
15654, HS-grad, Never-married, Own-child
15655, Bachelors, Married-civ-spouse, Husband
15656, Assoc-voc, Married-civ-spouse, Husband
15657, Bachelors, Married-civ-spouse, Husband
15658, HS-grad, Never-married, Unmarried
15659, Some-college, Married-civ-spouse, Husband
15660, Bachelors, Never-married, Not-in-family
15661, Some-college, Divorced, Not-in-family
15662, Bachelors, Divorced, Not-in-family
15663, HS-grad, Widowed, Not-in-family
15664, Some-college, Never-married, Not-in-family
15665, Prof-school, Married-civ-spouse, Husband
15666, HS-grad, Never-married, Not-in-family
15667, Bachelors, Married-civ-spouse, Husband
15668, HS-grad, Widowed, Not-in-family
15669, Masters, Married-civ-spouse, Husband
15670, Bachelors, Married-civ-spouse, Husband
15671, Bachelors, Married-civ-spouse, Husband
15672, HS-grad, Married-civ-spouse, Husband
15673, HS-grad, Divorced, Not-in-family
15674, Bachelors, Never-married, Own-child
15675, Assoc-voc, Married-civ-spouse, Wife
15676, Some-college, Divorced, Own-child
15677, HS-grad, Never-married, Other-relative
15678, HS-grad, Married-civ-spouse, Wife
15679, Bachelors, Never-married, Not-in-family
15680, Masters, Married-civ-spouse, Husband
15681, Some-college, Never-married, Own-child
15682, HS-grad, Married-civ-spouse, Husband
15683, HS-grad, Never-married, Not-in-family
15684, Some-college, Divorced, Unmarried
15685, HS-grad, Separated, Not-in-family
15686, Some-college, Never-married, Own-child
15687, HS-grad, Married-civ-spouse, Husband
15688, HS-grad, Married-spouse-absent, Other-relative
15689, Assoc-acdm, Divorced, Not-in-family
15690, Assoc-voc, Married-civ-spouse, Husband
15691, HS-grad, Never-married, Not-in-family
15692, Masters, Married-civ-spouse, Husband
15693, Bachelors, Married-civ-spouse, Husband
15694, HS-grad, Married-civ-spouse, Husband
15695, Some-college, Never-married, Not-in-family
15696, HS-grad, Never-married, Own-child
15697, 11th, Never-married, Other-relative
15698, HS-grad, Never-married, Not-in-family
15699, Masters, Married-civ-spouse, Husband
15700, HS-grad, Divorced, Not-in-family
15701, HS-grad, Married-civ-spouse, Husband
15702, Some-college, Married-civ-spouse, Husband
15703, HS-grad, Never-married, Not-in-family
15704, 10th, Widowed, Not-in-family
15705, Bachelors, Never-married, Not-in-family
15706, Some-college, Never-married, Not-in-family
15707, Masters, Divorced, Not-in-family
15708, HS-grad, Married-civ-spouse, Husband
15709, Doctorate, Married-civ-spouse, Husband
15710, HS-grad, Married-civ-spouse, Husband
15711, 11th, Never-married, Not-in-family
15712, HS-grad, Divorced, Not-in-family
15713, Bachelors, Never-married, Not-in-family
15714, Bachelors, Never-married, Not-in-family
15715, Assoc-acdm, Married-civ-spouse, Husband
15716, HS-grad, Married-civ-spouse, Husband
15717, Some-college, Divorced, Unmarried
15718, HS-grad, Widowed, Unmarried
15719, HS-grad, Married-civ-spouse, Husband
15720, HS-grad, Married-civ-spouse, Husband
15721, HS-grad, Married-spouse-absent, Not-in-family
15722, HS-grad, Married-civ-spouse, Wife
15723, HS-grad, Married-civ-spouse, Husband
15724, HS-grad, Divorced, Unmarried
15725, HS-grad, Never-married, Not-in-family
15726, HS-grad, Never-married, Not-in-family
15727, Assoc-acdm, Married-civ-spouse, Husband
15728, Doctorate, Married-civ-spouse, Husband
15729, Some-college, Never-married, Own-child
15730, Bachelors, Married-civ-spouse, Wife
15731, Masters, Never-married, Not-in-family
15732, HS-grad, Married-civ-spouse, Husband
15733, Some-college, Never-married, Not-in-family
15734, Bachelors, Never-married, Not-in-family
15735, Some-college, Married-civ-spouse, Husband
15736, HS-grad, Divorced, Not-in-family
15737, Masters, Married-civ-spouse, Husband
15738, HS-grad, Married-civ-spouse, Husband
15739, Bachelors, Married-civ-spouse, Husband
15740, Masters, Married-civ-spouse, Husband
15741, HS-grad, Divorced, Own-child
15742, Assoc-acdm, Married-civ-spouse, Husband
15743, HS-grad, Never-married, Not-in-family
15744, Some-college, Never-married, Own-child
15745, Assoc-voc, Married-civ-spouse, Husband
15746, Doctorate, Divorced, Not-in-family
15747, Bachelors, Married-civ-spouse, Husband
15748, Assoc-voc, Never-married, Not-in-family
15749, HS-grad, Married-civ-spouse, Husband
15750, Bachelors, Married-civ-spouse, Husband
15751, HS-grad, Married-civ-spouse, Husband
15752, Some-college, Never-married, Own-child
15753, Assoc-voc, Married-civ-spouse, Husband
15754, HS-grad, Married-civ-spouse, Husband
15755, HS-grad, Married-civ-spouse, Husband
15756, 11th, Married-civ-spouse, Husband
15757, HS-grad, Never-married, Not-in-family
15758, Masters, Divorced, Not-in-family
15759, Bachelors, Never-married, Not-in-family
15760, Assoc-voc, Married-civ-spouse, Husband
15761, Masters, Married-civ-spouse, Husband
15762, HS-grad, Married-civ-spouse, Husband
15763, HS-grad, Married-civ-spouse, Wife
15764, HS-grad, Married-civ-spouse, Husband
15765, 9th, Separated, Not-in-family
15766, Some-college, Married-civ-spouse, Husband
15767, 11th, Married-civ-spouse, Husband
15768, Bachelors, Married-civ-spouse, Husband
15769, Bachelors, Married-spouse-absent, Other-relative
15770, Masters, Divorced, Not-in-family
15771, HS-grad, Divorced, Not-in-family
15772, 9th, Never-married, Own-child
15773, 7th-8th, Never-married, Own-child
15774, HS-grad, Widowed, Not-in-family
15775, Some-college, Married-civ-spouse, Husband
15776, Bachelors, Married-civ-spouse, Husband
15777, Bachelors, Widowed, Unmarried
15778, HS-grad, Married-civ-spouse, Husband
15779, 11th, Divorced, Unmarried
15780, HS-grad, Divorced, Not-in-family
15781, Assoc-acdm, Married-civ-spouse, Husband
15782, 10th, Never-married, Own-child
15783, Some-college, Never-married, Own-child
15784, Doctorate, Separated, Unmarried
15785, Some-college, Never-married, Not-in-family
15786, Prof-school, Married-civ-spouse, Husband
15787, HS-grad, Married-civ-spouse, Husband
15788, HS-grad, Married-civ-spouse, Husband
15789, 7th-8th, Married-civ-spouse, Husband
15790, Bachelors, Married-spouse-absent, Not-in-family
15791, Masters, Never-married, Not-in-family
15792, Assoc-voc, Married-civ-spouse, Husband
15793, Bachelors, Married-civ-spouse, Husband
15794, HS-grad, Never-married, Own-child
15795, Some-college, Married-civ-spouse, Husband
15796, HS-grad, Married-civ-spouse, Husband
15797, HS-grad, Never-married, Not-in-family
15798, 9th, Never-married, Own-child
15799, HS-grad, Never-married, Not-in-family
15800, Some-college, Never-married, Not-in-family
15801, HS-grad, Never-married, Not-in-family
15802, Assoc-voc, Married-civ-spouse, Husband
15803, Some-college, Divorced, Not-in-family
15804, Assoc-acdm, Never-married, Own-child
15805, HS-grad, Never-married, Not-in-family
15806, HS-grad, Divorced, Not-in-family
15807, Assoc-acdm, Married-civ-spouse, Husband
15808, HS-grad, Never-married, Own-child
15809, HS-grad, Divorced, Own-child
15810, HS-grad, Married-civ-spouse, Husband
15811, HS-grad, Married-civ-spouse, Husband
15812, HS-grad, Never-married, Own-child
15813, Bachelors, Married-civ-spouse, Wife
15814, Prof-school, Married-civ-spouse, Husband
15815, HS-grad, Divorced, Not-in-family
15816, HS-grad, Married-civ-spouse, Husband
15817, Assoc-acdm, Married-civ-spouse, Husband
15818, Some-college, Married-civ-spouse, Husband
15819, Some-college, Divorced, Not-in-family
15820, HS-grad, Never-married, Own-child
15821, Bachelors, Married-civ-spouse, Own-child
15822, HS-grad, Married-civ-spouse, Husband
15823, Assoc-acdm, Never-married, Own-child
15824, Some-college, Never-married, Not-in-family
15825, Bachelors, Divorced, Other-relative
15826, 12th, Married-civ-spouse, Husband
15827, Some-college, Widowed, Unmarried
15828, HS-grad, Never-married, Unmarried
15829, 7th-8th, Married-spouse-absent, Not-in-family
15830, HS-grad, Married-civ-spouse, Wife
15831, HS-grad, Married-civ-spouse, Husband
15832, Masters, Never-married, Not-in-family
15833, Doctorate, Married-civ-spouse, Husband
15834, Some-college, Never-married, Own-child
15835, Masters, Married-civ-spouse, Not-in-family
15836, HS-grad, Never-married, Not-in-family
15837, Bachelors, Divorced, Unmarried
15838, 1st-4th, Married-spouse-absent, Not-in-family
15839, HS-grad, Never-married, Unmarried
15840, 11th, Married-civ-spouse, Husband
15841, 10th, Married-civ-spouse, Husband
15842, HS-grad, Never-married, Not-in-family
15843, HS-grad, Never-married, Own-child
15844, 7th-8th, Married-civ-spouse, Husband
15845, HS-grad, Divorced, Not-in-family
15846, HS-grad, Never-married, Not-in-family
15847, 7th-8th, Divorced, Not-in-family
15848, Masters, Married-civ-spouse, Husband
15849, 11th, Never-married, Unmarried
15850, HS-grad, Married-spouse-absent, Unmarried
15851, 11th, Never-married, Own-child
15852, Some-college, Never-married, Not-in-family
15853, Some-college, Married-civ-spouse, Husband
15854, HS-grad, Divorced, Not-in-family
15855, Some-college, Never-married, Own-child
15856, Assoc-acdm, Never-married, Own-child
15857, Bachelors, Married-civ-spouse, Husband
15858, Some-college, Married-civ-spouse, Husband
15859, HS-grad, Married-civ-spouse, Husband
15860, Bachelors, Never-married, Own-child
15861, 7th-8th, Married-civ-spouse, Husband
15862, HS-grad, Never-married, Own-child
15863, HS-grad, Never-married, Other-relative
15864, Assoc-voc, Never-married, Not-in-family
15865, HS-grad, Married-civ-spouse, Husband
15866, Some-college, Never-married, Own-child
15867, HS-grad, Never-married, Own-child
15868, Bachelors, Married-civ-spouse, Other-relative
15869, HS-grad, Never-married, Not-in-family
15870, Assoc-voc, Married-civ-spouse, Husband
15871, Assoc-voc, Married-civ-spouse, Husband
15872, Some-college, Divorced, Unmarried
15873, Bachelors, Divorced, Not-in-family
15874, HS-grad, Married-civ-spouse, Husband
15875, Some-college, Divorced, Not-in-family
15876, HS-grad, Married-civ-spouse, Husband
15877, Bachelors, Never-married, Other-relative
15878, Bachelors, Married-civ-spouse, Husband
15879, Prof-school, Married-civ-spouse, Husband
15880, HS-grad, Married-civ-spouse, Husband
15881, Bachelors, Married-civ-spouse, Husband
15882, HS-grad, Never-married, Own-child
15883, HS-grad, Widowed, Not-in-family
15884, HS-grad, Never-married, Own-child
15885, HS-grad, Married-spouse-absent, Own-child
15886, HS-grad, Married-civ-spouse, Wife
15887, Some-college, Never-married, Own-child
15888, Assoc-acdm, Never-married, Not-in-family
15889, 11th, Never-married, Other-relative
15890, Bachelors, Married-civ-spouse, Husband
15891, Some-college, Married-civ-spouse, Husband
15892, 7th-8th, Married-civ-spouse, Husband
15893, Bachelors, Married-civ-spouse, Wife
15894, HS-grad, Married-civ-spouse, Husband
15895, HS-grad, Married-civ-spouse, Husband
15896, Some-college, Married-civ-spouse, Husband
15897, HS-grad, Never-married, Not-in-family
15898, HS-grad, Never-married, Not-in-family
15899, 12th, Never-married, Own-child
15900, Some-college, Never-married, Own-child
15901, Bachelors, Never-married, Own-child
15902, HS-grad, Never-married, Own-child
15903, Assoc-acdm, Divorced, Unmarried
15904, HS-grad, Never-married, Unmarried
15905, 10th, Married-civ-spouse, Husband
15906, HS-grad, Married-civ-spouse, Husband
15907, 10th, Married-civ-spouse, Husband
15908, Bachelors, Divorced, Not-in-family
15909, HS-grad, Never-married, Own-child
15910, Masters, Married-civ-spouse, Husband
15911, Some-college, Married-civ-spouse, Husband
15912, Some-college, Never-married, Unmarried
15913, HS-grad, Divorced, Not-in-family
15914, HS-grad, Never-married, Own-child
15915, Assoc-acdm, Divorced, Not-in-family
15916, Assoc-acdm, Married-civ-spouse, Wife
15917, Some-college, Never-married, Own-child
15918, Some-college, Married-civ-spouse, Husband
15919, Some-college, Married-civ-spouse, Husband
15920, Some-college, Never-married, Not-in-family
15921, Bachelors, Married-civ-spouse, Husband
15922, Some-college, Married-civ-spouse, Husband
15923, 12th, Married-civ-spouse, Husband
15924, Some-college, Married-civ-spouse, Husband
15925, 10th, Widowed, Not-in-family
15926, HS-grad, Married-civ-spouse, Husband
15927, Bachelors, Never-married, Not-in-family
15928, HS-grad, Divorced, Not-in-family
15929, Masters, Divorced, Not-in-family
15930, Bachelors, Never-married, Own-child
15931, Some-college, Widowed, Not-in-family
15932, Bachelors, Married-civ-spouse, Husband
15933, Bachelors, Married-civ-spouse, Husband
15934, 10th, Widowed, Not-in-family
15935, HS-grad, Never-married, Not-in-family
15936, HS-grad, Never-married, Unmarried
15937, Some-college, Never-married, Own-child
15938, HS-grad, Never-married, Own-child
15939, HS-grad, Married-civ-spouse, Husband
15940, 10th, Married-civ-spouse, Husband
15941, Doctorate, Separated, Unmarried
15942, Assoc-voc, Married-civ-spouse, Husband
15943, 10th, Separated, Unmarried
15944, HS-grad, Married-civ-spouse, Husband
15945, Bachelors, Married-civ-spouse, Husband
15946, HS-grad, Married-civ-spouse, Husband
15947, HS-grad, Never-married, Own-child
15948, Some-college, Married-civ-spouse, Husband
15949, Doctorate, Never-married, Not-in-family
15950, 7th-8th, Married-civ-spouse, Husband
15951, Some-college, Divorced, Not-in-family
15952, HS-grad, Married-civ-spouse, Wife
15953, Bachelors, Never-married, Own-child
15954, Some-college, Married-spouse-absent, Not-in-family
15955, Prof-school, Married-civ-spouse, Husband
15956, HS-grad, Married-civ-spouse, Husband
15957, Some-college, Married-civ-spouse, Husband
15958, Some-college, Never-married, Not-in-family
